"book","chapter","verse","part of speech","parsing code","text (including punctuation)","word (with punctuation stripped)","normalized word","lemma"
"57","01","14","P","","κατὰ","κατὰ","κατά","κατά"
"57","01","14","A","ASN","ἑκούσιον·","ἑκούσιον","ἑκούσιον","ἑκούσιος"
"57","01","15","D","","τάχα","τάχα","τάχα","τάχα"
"57","01","15","C","","γὰρ","γὰρ","γάρ","γάρ"
"57","01","15","P","","διὰ","διὰ","διά","διά"
"57","01","15","RD","ASN","τοῦτο","τοῦτο","τοῦτο","οὗτος"
"57","01","15","V","3API-S","ἐχωρίσθη","ἐχωρίσθη","ἐχωρίσθη","χωρίζω"
"57","01","15","P","","πρὸς","πρὸς","πρός","πρός"
"57","01","15","N","ASF","ὥραν","ὥραν","ὥραν","ὥρα"
"57","01","15","C","","ἵνα","ἵνα","ἵνα","ἵνα"
"57","01","15","A","ASM","αἰώνιον","αἰώνιον","αἰώνιον","αἰώνιος"
"57","01","15","RP","ASM","αὐτὸν","αὐτὸν","αὐτόν","αὐτός"
"57","01","15","V","2AAS-S","ἀπέχῃς,","ἀπέχῃς","ἀπέχῃς","ἀπέχω"
"57","01","16","D","","οὐκέτι","οὐκέτι","οὐκέτι","οὐκέτι"
"57","01","16","C","","ὡς","ὡς","ὡς","ὡς"
"57","01","16","N","ASM","δοῦλον","δοῦλον","δοῦλον","δοῦλος"
"57","01","16","C","","ἀλλὰ","ἀλλὰ","ἀλλά","ἀλλά"
"57","01","16","P","","ὑπὲρ","ὑπὲρ","ὑπέρ","ὑπέρ"
"57","01","16","N","ASM","δοῦλον,","δοῦλον","δοῦλον","δοῦλος"
"57","01","16","N","ASM","ἀδελφὸν","ἀδελφὸν","ἀδελφόν","ἀδελφός"
"57","01","16","A","ASM","ἀγαπητόν,","ἀγαπητόν","ἀγαπητόν","ἀγαπητός"
"57","01","16","D","","μάλιστα","μάλιστα","μάλιστα","μάλιστα"
"57","01","16","RP","DS","ἐμοί,","ἐμοί","ἐμοί","ἐγώ"
"57","01","16","RI","DSN","πόσῳ","πόσῳ","πόσῳ","πόσος"
"57","01","16","C","","δὲ","δὲ","δέ","δέ"
"57","01","16","D","","μᾶλλον","μᾶλλον","μᾶλλον","μᾶλλον"
"57","01","16","RP","DS","σοὶ","σοὶ","σοί","σύ"
"57","01","16","C","","καὶ","καὶ","καί","καί"
"57","01","16","P","","ἐν","ἐν","ἐν","ἐν"
"57","01","16","N","DSF","σαρκὶ","σαρκὶ","σαρκί","σάρξ"
"57","01","16","C","","καὶ","καὶ","καί","καί"
"57","01","16","P","","ἐν","ἐν","ἐν","ἐν"
"57","01","16","N","DSM","κυρίῳ.","κυρίῳ","κυρίῳ","κύριος"
"57","01","17","C","","Εἰ","Εἰ","εἰ","εἰ"
"57","01","17","C","","οὖν","οὖν","οὖν","οὖν"
"57","01","17","RP","AS","με","με","με","ἐγώ"
"57","01","17","V","2PAI-S","ἔχεις","ἔχεις","ἔχεις","ἔχω"
